"Those claiming only SPPU & MU exams has cancelled must know that minister Uday Samant is neither the spokesperson of SPPU not of MU. Hence, invalidity stands nullified. All intermediate semester exams stands cancelled in Maharashtra. "									
"So apparently the reason SPPU wants to conduct our exams is because if the exams are cancelled and all students are passed as is, then our batch will have the Corona batch tag on us and we won't feel like we've earned our degree."									
SPPU started its virtual 'wari programme' on Monday. Students will participate in the wari programme virtually by tree plantation and cleanliness drive									
.@IISERPune and SPPU have joined hands to conduct an epidemiological survey in PMC areas. The project aims to estimate the proportion of the population affected by Covid-19 and suggest measures to help boost immunity against the infection. Great jobClapping hands signhttp://bit.ly/IISER-SPPU-PMC									
"Savitribai Phule Pune University (#SPPU) has urged its #student community, teaching #faculty and staff of affiliated colleges to #volunteer and participate in conducting Rapid #Antigen Detection Tests for #Covid19 in #Pune."									
During this Internet Education Days no physical activities such as Personal Training (PT) orother curriculum activity will take place. Hence fees which come under Extracurricular activitiesmust be either reduced or eliminated.									
Result Calculation July 2020 . SPPU 									
Nothing is important than students livesManWoman student so I request shri @narendramodi ji to cancel all final year exams. Modiji You are last hope of student..!! 									
"Mumbai University, SPPU and others are state universities right? So the state govt has the right to cancel them!"									
"Covid-19 Impact: Delhi Govt Cancels All Delhi State University Exams Including Finals, But What About Central Universities?"									
"SPPU has done well. What about #Mumbai_University, #Shivaji_University, #Solapur_University, #Aurangabad_University, #Nanded_University, #Jalgaon_University, #Amravati_University, #Nagpur and other universities? When will they publish the same formula circular? "									
SPPU gives relief to students in this Covid time...									
Dear @narendramodi ji plz #cancelallexam .									
"State government can make decisions pertaining to state varsities. So why the delay? Please cancel MU, SPPU and other state varsity exams and declare results asap"									
@samant_udayplease take some decision for the pre-final year students who have a backlog because of 2-5 marks. Placements have begun and we are not allowed to sit due to active backlogs. It's a matter of our careers. Please									
"Help us sir,#backlog #atkt #yd students Results declared but we didn't get any attention "									
I just realised that SSC board has better server than pune university It takes only a few hours to see university results as compared to board results which took 5 minutes.									
Please see this appeal from SPPU (Pune University) & @PMCPune for volunteers to participate in a Rapid Antigen Detection Test for COVID19. Details of this appeal -  https://tinyurl.com/SPPUtesting Interested in volunteering you can access the consent form here - 									
"Universities should take decisions for students welfare, instead of just concentrating on admissions, fees, etc secondary things."									
"A couple of years ago, with the help of the then state gov @bpatwardhan tried to get #SPPU VC job. Thank God, he failed & SPPU got saved. But sadly he's the V-prez of @ugc_india & scarring the studentsHe's a renowned scholar but will do what @BJP4India wants him to do"									
"I, a responsible citizen of this country write this letter on behalf of all the final year/semester students to our respected Prime Minister, Shri @narendramodi ji (@PMOIndia) addressing the concerns of all of us, humbly requesting your respected self to cancel exams."									
Final year walo ka FIFTH YEAR (9th Sem) chalu go gaya hai Abhinandan. Wish you a bright future ahead.Squinting face with tongue									
"I agree, in our case too, we found few state uni (SPPU, JU) are doing far better....but total data is not there...so don't want to predict. But state colleges and unis are more open to female candidates and vice versa."									
Savitribai Phule Pune University #SPPU has designed online lectures #Pune #education #onlineclasses									
Hats off to the best administrators from SP Pune University that helped me meet an important deadline today.. Thanks @PrafullaPawar_ Sir and VC sir 									
It is very unfortunate to see the attitude of Government towards students. Turning blind to 7lakh+ cases and pushing students towards danger is seriously not acceptable. Sick mentality of @BJP4India government needs some urgent care.									
"I agree with this, it's really unfair even the sppu has made the instructions for the passing and now we are 7laksh students how its possible, it's all stupid let's do something."									
